,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_tenure_ratio
1866,51,0,0,3,93.8,4539.35,1,89.00686274509805
1867,41,0,2,4,19.7,804.25,1,19.615853658536587
1868,72,0,2,2,70.65,5011.15,1,69.59930555555555
1869,43,0,2,2,86.45,3574.5,1,83.12790697674419
1870,72,0,2,2,114.1,8086.4,1,112.3111111111111
1871,47,0,1,2,95.2,4563.0,1,97.08510638297872
1872,72,0,2,2,88.55,6362.35,1,88.36597222222223
1873,3,0,0,2,20.75,67.1,1,22.366666666666664
1874,1,0,0,3,70.05,70.05,0,70.05
1875,2,0,0,3,86.0,165.45,0,82.725
1876,26,1,0,4,44.65,1156.55,1,44.482692307692304
1877,29,0,0,1,60.2,1834.15,1,63.24655172413794
1878,35,0,0,4,100.5,3653.35,0,104.38142857142856
1879,27,0,1,4,55.45,1477.65,1,54.72777777777778
1880,24,0,0,2,70.3,1706.45,1,71.10208333333334
1881,67,0,2,4,60.4,3953.7,1,59.01044776119403
1882,16,0,0,3,72.65,1194.3,0,74.64375
1883,23,0,1,4,55.8,1327.85,1,57.73260869565217
1884,14,1,0,1,31.1,419.7,1,29.978571428571428
1885,1,0,0,3,21.0,21.0,0,21.0
1886,1,0,0,1,45.1,45.1,0,45.1
1887,4,1,0,2,50.95,207.35,1,51.8375
1888,16,0,0,3,69.1,1083.7,1,67.73125
1889,46,1,0,3,43.95,2007.85,1,43.64891304347826
1890,68,0,2,4,86.5,5882.75,1,86.51102941176471
1891,38,0,0,3,69.95,2657.55,1,69.93552631578947
1892,30,0,0,4,50.4,1527.5,0,50.91666666666666
1893,5,0,0,3,78.95,378.4,0,75.67999999999999
1894,17,0,0,2,90.95,1612.2,1,94.83529411764708
1895,4,0,2,1,19.9,76.65,1,19.1625
1896,12,0,1,3,20.15,260.7,1,21.725
1897,72,0,2,2,90.6,6441.85,1,89.4701388888889
1898,3,0,0,3,92.0,266.8,1,88.93333333333334
1899,56,0,0,3,94.45,5124.6,0,91.51071428571429
1900,41,0,1,1,24.85,962.25,1,23.46951219512195
1901,40,1,1,2,36.0,1382.9,1,34.572500000000005
1902,7,0,0,3,78.5,571.05,1,81.57857142857142
1903,69,0,2,2,19.95,1399.35,1,20.28043478260869
1904,7,0,1,1,20.65,150.0,1,21.428571428571427
1905,5,1,0,3,30.5,167.2,1,33.44
1906,72,0,2,2,106.1,7657.4,1,106.35277777777776
1907,44,0,1,4,20.5,865.05,1,19.66022727272728
1908,65,0,1,3,95.5,6153.85,1,94.6746153846154
1909,3,0,0,3,64.6,174.2,1,58.06666666666666
1910,24,0,0,2,51.1,1269.6,1,52.9
1911,44,0,0,4,84.8,3862.55,0,87.78522727272728
1912,72,0,2,2,89.1,6352.4,1,88.22777777777777
1913,24,0,0,3,54.95,1348.5,1,56.1875
1914,1,0,0,1,50.9,50.9,0,50.9
1915,22,0,0,4,20.45,471.55,1,21.43409090909091
1916,70,0,2,2,85.95,5931.75,1,84.73928571428571
1917,25,0,0,3,60.35,1404.65,1,56.18600000000001
1918,37,0,2,4,19.8,726.1,1,19.624324324324323
1919,22,0,0,4,85.35,1961.6,1,89.16363636363636
1920,59,0,2,4,72.1,4194.85,1,71.09915254237289
1921,49,0,0,3,99.8,4872.45,0,99.4377551020408
1922,47,0,0,4,107.35,5118.95,0,108.91382978723404
1923,31,0,0,1,19.55,658.95,0,21.256451612903227
1924,1,0,0,3,81.05,81.05,1,81.05
1925,3,0,0,3,20.5,76.95,1,25.65
1926,53,0,1,4,111.8,5809.75,1,109.61792452830188
1927,1,0,0,1,20.2,20.2,1,20.2
1928,20,0,1,1,19.7,415.9,1,20.795
1929,3,0,0,3,79.1,246.5,0,82.16666666666667
1930,51,0,1,4,19.85,996.95,1,19.54803921568628
1931,51,0,1,4,60.5,3145.15,1,61.66960784313726
1932,13,0,2,1,19.55,265.3,1,20.407692307692308
1933,1,0,0,1,20.9,20.9,1,20.9
1934,1,0,0,1,21.05,21.05,1,21.05
1935,63,0,1,3,71.5,4576.3,1,72.63968253968254
1936,3,0,0,1,54.65,189.1,1,63.03333333333333
1937,46,0,2,2,19.2,908.15,1,19.742391304347827
1938,1,0,0,2,49.8,49.8,1,49.8
1939,8,1,0,1,25.5,215.2,0,26.9
1940,71,0,2,4,20.5,1500.95,1,21.140140845070423
1941,55,0,0,2,90.4,5099.15,1,92.71181818181816
1942,70,0,1,4,90.25,6385.95,1,91.22785714285716
1943,2,0,0,3,80.75,159.45,0,79.725
1944,67,0,2,4,104.6,6885.75,1,102.7723880597015
1945,65,0,0,4,91.85,5940.85,0,91.39769230769232
1946,14,0,0,2,50.2,668.85,1,47.775
1947,20,0,0,4,95.5,1916.2,1,95.81
1948,1,0,0,3,75.35,75.35,0,75.35
1949,1,0,0,3,75.45,75.45,0,75.45
1950,49,0,0,4,95.4,4613.95,1,94.16224489795918
1951,72,0,2,4,101.3,7261.25,1,100.85069444444444
1952,46,0,0,3,53.1,2459.8,1,53.47391304347826
1953,24,0,0,4,84.85,2048.8,1,85.36666666666667
1954,5,1,0,3,34.25,163.55,1,32.71
1955,33,0,0,2,88.6,2888.7,1,87.53636363636363
1956,42,0,1,4,60.15,2421.6,1,57.65714285714286
1957,23,0,1,2,99.95,2292.75,1,99.68478260869566
1958,8,0,0,4,70.7,553.4,1,69.175
1959,66,0,1,1,54.8,3465.7,1,52.51060606060606
1960,24,0,0,4,49.55,1210.4,0,50.43333333333334
1961,24,0,0,2,54.8,1291.3,1,53.80416666666667
1962,69,0,1,2,78.6,5356.45,0,77.62971014492753
1963,53,0,1,1,100.3,5200.8,1,98.12830188679246
1964,60,1,2,3,53.6,3237.05,1,53.950833333333335
1965,7,0,0,3,81.1,576.65,0,82.37857142857142
1966,20,0,1,2,19.35,433.75,1,21.6875
1967,23,0,0,3,85.6,1868.4,1,81.23478260869565
1968,72,0,2,3,80.8,5728.55,1,79.56319444444445
1969,11,0,0,3,74.95,825.7,0,75.06363636363636
1970,21,0,2,1,19.6,390.4,1,18.59047619047619
1971,1,0,0,3,93.55,93.55,0,93.55
1972,31,0,0,3,90.7,2845.15,1,91.77903225806452
1973,57,0,2,1,69.75,3894.4,1,68.32280701754387
1974,45,0,2,4,20.0,886.4,1,19.697777777777777
1975,10,0,0,3,95.25,1021.55,1,102.155
1976,58,0,0,2,102.1,5885.4,0,101.47241379310344
1977,14,0,0,1,19.95,268.4,1,19.17142857142857
1978,27,0,1,1,80.85,2204.35,1,81.64259259259259
1979,14,0,0,4,90.9,1259.0,0,89.92857142857143
1980,12,1,0,1,29.2,309.1,0,25.758333333333336
1981,69,0,2,4,93.3,6398.05,1,92.72536231884058
1982,25,0,0,4,89.15,2257.75,0,90.31
1983,58,0,1,3,108.85,6287.25,0,108.40086206896552
1984,35,1,2,2,46.35,1662.05,1,47.48714285714286
1985,16,0,0,3,84.75,1350.15,0,84.384375
1986,45,0,1,2,78.75,3600.65,1,80.01444444444445
1987,17,0,0,3,83.55,1329.15,1,78.18529411764706
1988,1,0,0,3,45.7,45.7,0,45.7
1989,22,0,1,1,19.6,422.5,1,19.204545454545453
1990,1,0,0,3,69.95,69.95,0,69.95
1991,67,0,2,1,67.85,4627.65,1,69.06940298507462
1992,67,0,2,4,105.65,6717.9,1,100.26716417910448
1993,2,1,0,3,44.6,97.1,0,48.55
1994,23,0,0,3,74.95,1710.45,0,74.36739130434783
1995,9,0,0,2,75.5,637.4,1,70.82222222222222
1996,5,0,0,1,20.15,117.95,1,23.59
1997,54,1,2,2,45.2,2460.55,1,45.56574074074074
1998,57,0,2,3,95.25,5464.65,0,95.87105263157896
1999,24,0,0,1,89.85,2165.05,0,90.21041666666667
2000,49,0,1,1,100.45,4941.8,0,100.8530612244898
2001,5,0,0,3,47.15,223.15,0,44.63
2002,2,0,0,3,80.2,181.1,0,90.55
2003,4,0,0,1,87.1,341.45,0,85.3625
2004,70,0,2,4,79.25,5731.85,1,81.88357142857143
2005,5,0,0,4,75.9,357.75,0,71.55
2006,53,0,0,3,85.7,4616.1,1,87.09622641509435
2007,47,0,0,3,98.75,4533.7,0,96.46170212765956
2008,31,0,1,2,20.1,589.25,1,19.008064516129032
2009,13,0,0,4,61.8,750.1,1,57.7
2010,28,0,0,1,49.9,1410.25,1,50.36607142857143
2011,10,0,0,3,86.45,830.85,0,83.08500000000001
2012,38,0,2,4,20.4,743.5,1,19.56578947368421
2013,1,0,0,1,45.3,45.3,0,45.3
2014,67,0,1,3,104.1,7040.85,0,105.08731343283584
2015,52,0,1,1,75.4,3865.45,1,74.33557692307691
2016,62,0,2,1,108.15,6825.65,1,110.09112903225804
2017,16,0,0,3,86.25,1340.1,1,83.75625
2018,5,0,0,3,81.0,371.65,0,74.33
2019,12,0,1,3,95.7,1184.0,1,98.66666666666669
2020,72,0,2,4,116.85,8477.7,1,117.74583333333334
2021,71,0,1,4,105.75,7382.85,1,103.98380281690142
2022,24,0,1,1,20.15,456.85,1,19.035416666666663
2023,15,0,2,1,19.6,331.6,1,22.10666666666667
2024,67,0,1,2,90.6,6056.15,0,90.39029850746267
2025,2,0,0,4,60.95,134.6,1,67.3
2026,5,1,0,1,25.05,125.5,1,25.1
2027,15,0,0,3,88.15,1390.6,0,92.70666666666666
2028,1,0,0,1,20.2,20.2,0,20.2
2029,41,0,1,4,60.3,2511.3,1,61.25121951219513
2030,43,0,0,3,63.95,2737.05,1,63.65232558139535
2031,1,0,0,3,74.3,74.3,1,74.3
2032,1,0,0,1,70.6,70.6,1,70.6
2033,26,0,0,3,90.8,2361.8,0,90.83846153846154
2034,22,0,0,3,79.35,1730.35,0,78.65227272727272
2035,71,0,2,4,90.55,6404.0,1,90.19718309859157
2036,7,0,2,1,19.45,165.35,1,23.62142857142857
2037,28,0,0,4,64.45,1867.6,1,66.7
2038,16,0,0,3,69.65,1043.3,1,65.20625
2039,7,0,1,1,19.5,128.6,1,18.37142857142857
2040,69,0,2,4,110.5,7455.45,1,108.05
2041,1,1,0,1,24.7,24.7,1,24.7
2042,3,0,0,3,77.4,206.15,1,68.71666666666667
2043,21,0,0,4,96.8,2030.3,0,96.68095238095238
2044,69,0,0,4,85.4,5869.4,1,85.06376811594203
2045,71,1,2,4,47.6,3377.8,1,47.57464788732395
2046,69,0,2,1,19.4,1346.2,1,19.51014492753623
2047,48,0,0,3,103.85,4946.05,1,103.04270833333334
2048,47,0,0,4,83.35,4065.0,0,86.48936170212765
2049,2,0,0,3,49.4,106.55,0,53.275
2050,45,0,0,2,108.45,4964.7,1,110.32666666666668
2051,51,0,0,4,81.0,4085.75,1,80.11274509803921
2052,22,0,0,3,79.2,1742.75,0,79.2159090909091
2053,72,0,2,4,86.65,6224.8,1,86.45555555555556
2054,37,0,0,3,92.95,3415.25,1,92.30405405405403
2055,71,0,2,3,90.35,6325.25,1,89.08802816901408
2056,7,0,0,3,48.7,340.25,0,48.60714285714285
2057,66,0,2,2,25.15,1683.6,1,25.509090909090908
2058,51,0,1,4,76.4,3966.3,1,77.77058823529413
2059,30,0,1,4,19.55,608.5,1,20.28333333333333
2060,34,0,0,3,85.35,2896.6,1,85.19411764705882
2061,64,0,2,1,24.8,1514.85,1,23.66953125
2062,65,0,1,4,103.15,6792.45,1,104.49923076923076
2063,47,0,0,1,100.75,4669.2,1,99.34468085106384
2064,1,0,0,3,95.6,95.6,0,95.6
2065,49,0,0,2,59.75,2934.3,0,59.88367346938776
2066,67,0,2,2,94.1,6302.8,1,94.07164179104478
2067,39,0,1,4,19.35,779.2,1,19.97948717948718
2068,14,0,0,1,19.9,283.75,1,20.267857142857142
2069,43,0,0,2,108.15,4600.7,0,106.99302325581397
2070,56,0,0,3,101.05,5594.0,1,99.89285714285714
2071,14,0,1,2,59.1,772.85,1,55.20357142857143
2072,1,0,0,3,71.35,71.35,0,71.35
2073,16,0,1,1,55.85,857.8,1,53.6125
2074,70,0,0,3,106.05,7554.05,1,107.915
2075,72,0,2,2,84.1,5981.65,1,83.07847222222222
2076,23,0,0,2,75.3,1702.9,1,74.0391304347826
2077,21,0,0,1,24.7,467.15,1,22.245238095238093
2078,1,0,0,1,20.15,20.15,0,20.15
2079,1,0,0,4,69.75,69.75,0,69.75
2080,32,0,0,3,93.2,2931.0,0,91.59375
2081,17,0,0,3,80.85,1400.85,0,82.40294117647058
2082,4,1,0,3,33.65,137.85,0,34.4625
2083,36,0,1,3,55.8,1941.5,1,53.93055555555556
2084,50,1,2,2,39.7,1932.75,1,38.655
2085,48,1,0,2,29.5,1423.05,1,29.646875
2086,50,0,2,2,20.15,970.85,1,19.417
2087,72,0,2,2,79.55,5810.9,1,80.70694444444445
2088,10,0,0,2,24.8,223.9,1,22.39
2089,18,0,0,1,19.65,391.7,1,21.76111111111111
2090,1,0,0,3,79.95,79.95,0,79.95
2091,1,0,0,3,19.3,19.3,0,19.3
2092,9,0,0,3,94.05,811.65,1,90.18333333333334
2093,2,0,0,1,90.75,174.75,1,87.375
2094,40,0,0,2,78.85,3126.85,1,78.17125
2095,69,0,1,4,99.5,6841.45,1,99.15144927536232
2096,37,0,1,3,99.2,3754.6,0,101.47567567567567
2097,18,0,0,2,80.55,1406.65,1,78.14722222222223
2098,11,0,0,3,70.2,834.7,1,75.88181818181819
2099,8,0,0,2,85.2,627.4,0,78.425
2100,3,0,0,3,75.25,242.0,0,80.66666666666667
2101,55,0,1,2,59.45,3157.0,1,57.4
2102,33,0,0,3,93.35,3092.0,1,93.6969696969697
2103,46,0,0,4,44.95,2168.9,1,47.15
2104,34,0,2,4,26.1,980.35,1,28.833823529411767
2105,3,0,0,3,20.2,65.95,1,21.98333333333333
2106,30,0,2,1,21.25,711.9,1,23.73
2107,33,0,1,3,59.4,1952.8,1,59.17575757575757
2108,45,0,1,2,95.0,4368.85,1,97.08555555555556
2109,40,0,0,1,61.9,2647.1,1,66.1775
2110,71,0,2,3,118.65,8477.6,1,119.40281690140846
2111,1,0,0,3,54.35,54.35,0,54.35
2112,72,1,2,4,64.45,4528.0,1,62.888888888888886
2113,22,0,0,3,80.15,1790.65,1,81.39318181818182
2114,46,0,1,4,20.2,845.6,1,18.382608695652173
2115,55,0,2,1,21.0,1210.3,1,22.005454545454544
2116,1,0,0,1,20.45,20.45,1,20.45
2117,12,0,1,1,75.85,854.45,1,71.20416666666667
2118,31,0,0,3,80.45,2429.1,1,78.35806451612903
2119,5,1,0,3,24.95,100.4,0,20.08
2120,67,0,2,3,75.5,5229.45,1,78.05149253731344
2121,1,0,0,1,44.45,44.45,1,44.45
2122,40,1,1,3,42.35,1716.45,0,42.91125
2123,41,0,0,2,74.55,3023.55,1,73.74512195121952
2124,1,0,0,3,75.3,75.3,0,75.3
2125,51,0,1,3,94.8,4837.6,0,94.85490196078432
2126,42,1,2,2,48.15,2032.3,1,48.38809523809524
2127,23,0,1,1,19.65,436.9,1,18.995652173913044
2128,1,0,0,3,70.55,70.55,0,70.55
2129,1,0,0,1,20.15,20.15,1,20.15
2130,56,0,0,2,106.6,5893.95,1,105.24910714285714
2131,15,0,0,3,91.0,1430.05,1,95.33666666666666
2132,12,0,2,4,25.4,313.0,1,26.08333333333333
2133,54,0,2,4,69.95,3871.85,1,71.70092592592593
2134,7,0,0,3,66.85,458.1,1,65.44285714285715
2135,33,0,0,2,86.15,2745.7,0,83.2030303030303
2136,16,0,0,3,20.15,341.35,1,21.334375
2137,21,0,1,1,64.85,1336.8,1,63.65714285714286
2138,30,0,2,3,74.85,2181.75,1,72.725
2139,3,0,0,1,50.5,147.75,1,49.25
2140,11,0,0,3,72.9,818.45,1,74.40454545454546
2141,62,0,1,2,115.05,7133.45,1,115.05564516129031
2142,18,0,0,3,19.0,348.8,1,19.37777777777778
2143,6,0,0,1,19.55,128.6,1,21.433333333333334
2144,46,0,1,3,101.1,4674.4,1,101.61739130434782
2145,21,0,0,3,84.1,1737.45,1,82.7357142857143
2146,68,0,2,4,24.15,1498.85,1,22.04191176470588
2147,1,0,0,3,50.1,50.1,1,50.1
2148,25,0,0,3,74.6,1797.75,1,71.91
2149,24,0,2,1,19.75,498.1,1,20.754166666666663
2150,30,0,0,3,85.0,2624.25,0,87.475
2151,2,0,0,3,80.55,184.1,0,92.05
2152,51,0,1,4,106.8,5498.8,1,107.81960784313726
2153,57,0,2,3,84.5,4845.4,1,85.00701754385965
2154,15,0,2,4,25.05,369.1,1,24.60666666666667
2155,72,0,2,4,83.7,6096.9,1,84.67916666666666
2156,2,0,0,3,75.8,160.75,0,80.375
2157,28,0,0,2,96.6,2684.35,1,95.86964285714284
2158,29,0,0,3,98.5,3004.15,0,103.59137931034483
2159,70,0,2,2,101.1,6994.8,1,99.92571428571428
2160,13,0,1,1,20.2,273.25,1,21.01923076923077
2161,59,0,1,3,94.05,5483.9,1,92.94745762711864
2162,13,0,0,3,95.25,1233.65,0,94.89615384615384
2163,7,0,0,1,74.4,527.9,0,75.41428571428571
2164,62,0,2,1,81.0,4985.9,1,80.41774193548386
2165,21,0,1,3,60.25,1258.35,1,59.92142857142856
2166,2,0,0,3,60.85,111.4,1,55.7
2167,1,0,0,2,43.95,43.95,1,43.95
2168,4,0,0,3,86.05,308.1,1,77.025
2169,19,0,1,2,20.25,383.65,1,20.19210526315789
2170,30,0,0,3,85.15,2555.9,0,85.19666666666667
2171,67,0,2,2,19.4,1284.2,1,19.16716417910448
2172,72,0,2,2,102.65,7550.3,1,104.86527777777778
2173,53,0,2,2,19.9,1110.05,1,20.944339622641508
2174,5,0,1,3,19.55,99.6,1,19.92
2175,71,0,2,2,95.5,6707.15,1,94.4669014084507
2176,50,0,1,2,84.15,4164.4,1,83.288
2177,56,0,2,3,103.2,5873.75,1,104.88839285714286
2178,2,0,0,2,50.2,109.25,1,54.625
2179,2,0,0,3,88.55,179.25,0,89.625
2180,24,0,0,3,54.75,1338.15,0,55.75625
2181,46,0,2,2,19.95,862.4,1,18.74782608695652
2182,71,0,2,3,116.25,8564.75,1,120.63028169014083
2183,29,1,0,3,31.2,926.2,1,31.93793103448276
2184,69,0,2,4,24.45,1718.2,1,24.90144927536232
2185,71,0,2,2,84.2,5956.85,1,83.8992957746479
2186,1,0,0,3,91.3,91.3,0,91.3
2187,56,0,2,4,85.65,4824.45,1,86.15089285714285
2188,56,0,1,1,21.2,1238.65,1,22.11875
2189,1,0,0,3,79.5,79.5,0,79.5
2190,28,0,1,1,25.55,672.2,1,24.00714285714286
2191,19,0,0,1,20.2,382.2,1,20.11578947368421
2192,66,0,0,3,63.85,4264.6,1,64.61515151515152
2193,17,0,1,1,61.95,1070.7,1,62.98235294117647
2194,52,0,2,1,25.75,1345.85,1,25.881730769230767
2195,19,0,1,3,58.2,1045.25,1,55.01315789473684
2196,36,0,1,4,85.85,3003.55,1,83.43194444444445
2197,7,0,0,1,70.1,467.55,0,66.79285714285714
2198,72,0,1,2,104.9,7537.5,1,104.6875
2199,67,0,1,3,111.3,7482.1,0,111.67313432835822
2200,34,0,1,3,99.85,3343.15,1,98.3279411764706
2201,57,0,0,4,95.25,5427.05,0,95.21140350877194
2202,7,0,0,3,86.25,587.1,0,83.87142857142858
2203,1,0,0,3,100.8,100.8,0,100.8
2204,8,0,0,4,19.55,161.15,1,20.14375
2205,69,0,2,3,104.0,7028.5,1,101.8623188405797
2206,50,0,1,1,104.4,5232.9,1,104.658
2207,10,0,1,1,19.5,225.85,1,22.585
2208,12,0,2,2,25.25,274.7,1,22.891666666666666
2209,14,0,0,3,86.3,1180.95,0,84.35357142857143
2210,70,1,2,4,49.85,3370.2,1,48.14571428571429
2211,64,0,0,4,108.95,7111.3,1,111.1140625
2212,66,0,2,2,89.9,5958.85,1,90.28560606060609
2213,71,0,2,2,82.0,5999.85,1,84.5049295774648
2214,20,0,0,3,89.95,1648.45,1,82.4225
2215,72,0,2,4,79.35,5753.25,1,79.90625
2216,71,0,2,2,64.05,4492.9,1,63.28028169014084
2217,38,0,0,2,101.15,3956.7,1,104.1236842105263
2218,28,0,0,3,89.95,2625.55,0,93.76964285714288
2219,17,0,0,3,76.45,1233.4,0,72.5529411764706
2220,33,1,1,3,39.1,1309.0,1,39.66666666666666
2221,23,1,2,1,34.6,813.45,1,35.36739130434783
2222,58,0,1,3,19.55,1108.8,1,19.117241379310343
2223,70,0,2,4,104.45,7349.35,1,104.99071428571428
2224,4,0,0,3,70.5,294.2,1,73.55
2225,45,0,2,1,20.35,929.2,1,20.64888888888889
2226,10,0,0,3,70.0,740.0,0,74.0
2227,36,0,2,2,19.45,754.5,1,20.95833333333333
2228,54,0,0,1,69.9,3883.3,1,71.91296296296296
2229,23,0,2,1,59.7,1414.2,1,61.48695652173913
2230,41,0,1,2,78.35,3211.2,1,78.32195121951219
2231,5,0,0,1,71.45,371.6,1,74.32000000000001
2232,27,1,1,2,45.85,1246.4,1,46.162962962962965
2233,1,0,0,3,95.85,95.85,1,95.85
2234,67,1,2,2,35.7,2545.7,1,37.9955223880597
2235,72,0,2,2,89.55,6448.85,1,89.56736111111111
2236,56,0,2,2,24.95,1468.9,1,26.230357142857144
2237,44,0,1,3,24.85,1013.6,1,23.036363636363635
2238,66,0,0,3,100.8,6690.75,1,101.375
2239,34,0,1,1,64.4,2088.75,0,61.43382352941177
2240,69,0,2,4,105.35,7240.65,1,104.93695652173912
2241,1,0,0,3,102.45,102.45,0,102.45
2242,40,0,2,2,19.65,830.25,1,20.75625
2243,30,0,0,4,54.45,1588.7,1,52.95666666666667
2244,11,0,0,1,70.5,829.3,1,75.39090909090909
2245,15,0,1,2,20.1,302.45,1,20.16333333333333
2246,11,0,0,3,69.35,712.25,1,64.75
2247,64,0,1,4,19.8,1336.65,1,20.88515625
2248,72,0,2,4,74.4,5360.75,1,74.45486111111111
2249,72,0,2,4,93.05,6735.05,1,93.54236111111112
2250,1,0,0,1,51.2,51.2,1,51.2
2251,15,0,1,2,65.6,1010.0,1,67.33333333333333
2252,60,0,1,2,80.55,4847.05,1,80.78416666666666
2253,56,0,1,1,52.7,3019.7,1,53.92321428571428
2254,8,0,2,1,20.85,161.65,1,20.20625
2255,3,0,0,2,80.1,217.55,0,72.51666666666667
2256,49,0,0,2,52.15,2583.75,1,52.72959183673469
2257,2,0,0,3,80.2,146.05,0,73.025
2258,6,0,0,4,98.15,567.45,0,94.575
2259,70,0,2,4,114.95,7711.25,1,110.16071428571428
2260,12,0,0,1,112.95,1384.75,0,115.39583333333331
2261,52,0,1,4,104.45,5481.25,1,105.40865384615384
2262,72,0,2,2,113.65,8124.2,1,112.83611111111112
2263,40,0,2,4,20.6,827.3,1,20.6825
2264,1,0,0,1,70.9,70.9,0,70.9
2265,3,0,0,3,86.85,220.95,0,73.64999999999999
2266,40,0,0,3,91.55,3673.6,1,91.84
2267,1,0,0,3,49.85,49.85,1,49.85
2268,30,0,1,2,19.8,576.65,1,19.221666666666668
2269,23,0,0,3,99.85,2331.3,0,101.3608695652174
2270,1,0,0,3,74.5,74.5,0,74.5
2271,44,0,0,3,104.15,4495.65,1,102.17386363636363
2272,65,0,0,3,109.15,6941.2,0,106.78769230769232
2273,7,0,0,3,48.2,340.35,1,48.621428571428574
2274,72,0,2,2,25.1,1789.9,1,24.859722222222224
2275,8,0,0,2,100.15,908.55,1,113.56875
2276,16,0,0,2,65.2,1043.35,0,65.209375
2277,66,0,0,2,99.5,6822.15,0,103.36590909090908
2278,1,0,0,1,71.55,71.55,0,71.55
2279,3,0,0,1,55.9,157.55,1,52.51666666666667
2280,53,0,0,3,93.9,5029.2,0,94.89056603773584
2281,8,0,0,2,64.4,581.7,1,72.7125
2282,69,0,2,4,108.4,7318.2,0,106.0608695652174
2283,5,0,0,1,85.3,420.45,1,84.09
2284,72,0,2,1,107.45,7576.7,1,105.23194444444444
2285,13,1,0,4,48.75,633.4,0,48.72307692307693
2286,4,0,0,3,85.65,321.65,0,80.4125
2287,54,0,2,2,91.3,4965.0,1,91.94444444444444
2288,72,0,2,4,85.95,6151.9,1,85.44305555555555
2289,12,0,0,3,106.7,1253.9,0,104.49166666666667
2290,1,1,0,3,25.15,25.15,0,25.15
2291,1,0,0,3,45.2,45.2,1,45.2
2292,54,0,1,3,110.35,5893.15,0,109.1324074074074
2293,69,0,2,2,79.2,5420.65,1,78.56014492753623
2294,48,0,2,2,55.5,2627.35,1,54.73645833333333
2295,48,0,1,2,103.25,5037.55,0,104.94895833333334
2296,8,0,0,3,90.25,743.75,1,92.96875
2297,71,0,2,1,91.25,6589.6,1,92.8112676056338
2298,2,0,0,3,47.8,92.45,0,46.225
2299,67,0,1,2,100.9,6733.15,1,100.494776119403
2300,34,0,0,4,97.7,3410.0,1,100.29411764705884
2301,3,0,0,3,69.85,199.85,1,66.61666666666666
2302,9,0,1,1,65.6,593.3,1,65.92222222222222
2303,71,0,1,4,104.65,7288.4,1,102.65352112676057
2304,57,0,2,2,90.45,5229.8,1,91.75087719298246
2305,72,1,2,4,63.7,4464.8,1,62.01111111111111
2306,48,0,0,3,104.5,5068.05,1,105.584375
2307,18,0,1,1,20.1,401.85,1,22.325000000000003
2308,43,0,1,2,104.3,4451.85,1,103.53139534883722
2309,72,0,2,4,93.25,6688.95,1,92.90208333333334
2310,35,0,1,4,73.45,2661.1,1,76.03142857142856
2311,4,0,0,1,20.7,73.05,1,18.2625
2312,49,0,2,1,25.25,1211.65,1,24.727551020408164
2313,71,0,2,4,100.5,7030.65,1,99.02323943661972
2314,11,0,0,3,90.6,1020.2,1,92.74545454545456
2315,63,0,2,2,89.4,5597.65,1,88.8515873015873
2316,65,0,0,4,95.45,6223.3,1,95.74307692307691
2317,49,0,2,2,20.45,1024.65,1,20.91122448979592
2318,29,0,0,2,98.6,2933.2,0,101.14482758620689
2319,15,0,0,3,83.05,1258.3,0,83.88666666666667
2320,4,0,0,3,19.95,82.9,1,20.725
2321,72,0,1,2,109.15,7789.6,1,108.1888888888889
2322,26,0,0,2,85.7,2067.0,1,79.5
2323,35,0,0,4,102.05,3452.55,1,98.64428571428572
2324,57,0,1,3,94.7,5468.95,1,95.94649122807016
2325,28,0,0,3,64.4,1802.15,1,64.3625
2326,25,0,1,1,26.8,733.55,1,29.342
2327,47,0,1,2,66.05,3021.45,1,64.28617021276595
2328,57,0,0,4,65.2,3687.85,1,64.69912280701755
2329,16,0,0,2,85.05,1391.15,1,86.946875
2330,5,0,0,1,55.8,274.35,1,54.870000000000005
2331,17,0,0,4,70.4,1214.05,0,71.41470588235293
2332,56,0,1,4,104.75,5510.65,0,98.40446428571428
2333,72,0,2,4,19.95,1322.85,1,18.372916666666665
2334,21,0,0,3,94.25,1973.75,0,93.98809523809524
2335,48,1,1,2,45.0,2196.3,1,45.75625
2336,68,0,2,4,114.9,7843.55,1,115.34632352941176
2337,30,0,0,4,106.4,3211.9,1,107.06333333333332
2338,3,0,0,1,46.1,130.15,1,43.38333333333333
2339,14,1,2,1,39.7,692.35,1,49.45357142857143
2340,4,0,0,4,20.05,85.5,1,21.375
2341,71,0,2,2,95.75,6849.4,1,96.47042253521126
2342,8,0,1,1,24.4,203.95,1,25.49375
2343,61,1,0,4,33.6,2117.2,1,34.708196721311474
2344,72,0,2,4,90.45,6565.85,1,91.19236111111113
2345,5,0,0,3,84.0,424.75,1,84.95
2346,49,0,2,4,67.4,3306.85,1,67.48673469387755
2347,8,0,0,4,19.7,168.9,1,21.1125
2348,3,0,0,3,80.35,253.8,1,84.60000000000001
2349,9,0,2,1,19.6,197.4,1,21.933333333333334
2350,67,0,2,4,54.2,3838.2,1,57.286567164179104
2351,46,0,0,2,45.2,2065.15,1,44.8945652173913
2352,67,0,1,1,75.1,5064.45,1,75.58880597014925
2353,55,0,1,3,19.7,1140.05,1,20.728181818181817
2354,33,0,0,4,72.75,2447.45,1,74.1651515151515
